USER	ITEM	SCORE
1247	34057	1
1247	21436	1
1247	10217	1
1247	7213	1
1247	20249	1
1247	38468	1
1247	17745	1
1247	8364	1
1247	7978	1
1247	19419	1
1247	11107	1
1247	545	1
1248	44285	4
1248	9723	4
1248	14920	4
1248	24837	3
1248	5710	3
1248	29607	3
1248	12053	3
1248	37978	3
1248	23420	3
1248	41253	2
1248	14933	2
1248	12888	2
1248	21847	2
1248	37273	2
1248	19504	2
1248	40613	2
1248	13416	2
1248	9937	2
1248	40598	2
1248	31006	2
1249	33567	4
1249	14567	2
1249	29742	2
1249	36674	2
1249	32519	2
1249	24918	2
1249	33414	2
1249	14784	2
1249	15567	2
1249	24587	2
1249	12914	2
1249	40238	2
1249	31245	1
1249	7022	1
1249	9948	1
1249	31085	1
1249	18888	1
1249	20304	1
1249	35899	1
1249	309	1
1250	21605	1
1250	3232	1
1250	8551	1
1250	20302	1
1250	15029	1
1250	12936	1
1250	14837	1
1250	21677	1
1250	39795	1
1250	41824	1
1250	12223	1
1250	2637	1
1250	37346	1
1250	23360	1
1250	31501	1
1250	25041	1
1250	18161	1
1250	35326	1
1250	4030	1
1250	41988	1
1251	17247	45
1251	5307	35
1251	32433	34
1251	42038	24
1251	3599	19
1251	41218	17
1251	38959	15
1251	23031	15
1251	26396	14
1251	37645	14
1251	86	14
1251	20743	13
1251	18355	13
1251	30287	13
1251	22629	12
1251	26121	12
1251	8766	11
1251	6650	11
1251	11222	11
1251	32629	11
1252	18146	3
1252	30653	3
1252	23517	3
1252	28076	2
1252	28871	2
1252	5349	2
1252	27814	2
1252	40978	2
1252	11364	2
1252	18705	1
1252	7798	1
1252	37446	1
1252	40809	1
1252	8263	1
1252	862	1
1252	23747	1
1252	39624	1
1252	8584	1
1252	21523	1
1252	42475	1
1253	35669	12
1253	9815	4
1253	24882	4
1253	30235	4
1253	22764	3
1253	32096	3
1253	36829	3
1253	33569	3
1253	24343	2
1253	33180	2
1253	24946	2
1253	27357	2
1253	39916	2
1253	3579	2
1253	29980	2
1253	8694	2
1253	36765	2
1253	26134	2
1253	35327	2
1253	35913	2
1254	22983	3
1254	12805	3
1254	2032	2
1254	14064	2
1254	3594	2
1254	32793	2
1254	22777	2
1254	23573	2
1254	20716	2
1254	6921	2
1254	27555	2
1254	2600	2
1254	32090	2
1254	25658	2
1254	12375	2
1254	29254	2
1254	23062	2
1254	29686	1
1254	39094	1
1254	25245	1
1255	38521	3
1255	15641	3
1255	13538	3
1255	41813	3
1255	5774	2
1255	11568	2
1255	40517	2
1255	11933	2
1255	41351	2
1255	35277	2
1255	23841	2
1255	41142	2
1255	27824	2
1255	17795	2
1255	33579	2
1255	34784	2
1255	25060	1
1255	37304	1
1255	12426	1
1255	16473	1
1256	20743	3
1256	42766	3
1256	2521	3
1256	29268	3
1256	35948	2
1256	21076	2
1256	15783	2
1256	14331	2
1256	10445	2
1256	24196	2
1256	40042	2
1256	20066	2
1256	30946	2
1256	13444	2
1256	10447	2
1256	17768	2
1256	4183	2
1256	36950	2
1256	42977	2
1256	1047	2
1257	22388	8
1257	6858	4
1257	21471	4
1257	20743	3
1257	26501	3
1257	42498	3
1257	15631	3
1257	37933	3
1257	41754	3
1257	2275	3
1257	34778	2
1257	44237	2
1257	35913	2
1257	35180	2
1257	8311	2
1257	23570	2
1257	5912	2
1257	42206	2
1257	10258	2
1257	36229	2
1258	4256	4
1258	16690	3
1258	12212	2
1258	40988	2
1258	10211	2
1258	24550	2
1258	42213	2
1258	8929	2
1258	31298	2
1258	10788	2
1258	17884	2
1258	22710	1
1258	8048	1
1258	10435	1
1258	23720	1
1258	4304	1
1258	19518	1
1258	715	1
1258	10155	1
1258	4673	1
1259	28357	1
1259	5845	1
1259	27553	1
1259	24550	1
1259	42213	1
1259	8929	1
1259	31298	1
1259	12328	1
1259	17884	1
1259	39204	1
1259	39142	1
1259	35366	1
1260	3154	4
1260	64	3
1260	22641	3
1260	42318	3
1260	14334	2
1260	32127	1
1260	8709	1
1260	30816	1
1260	4337	1
1260	38351	1
1260	18386	1
1260	37245	1
1260	7874	1
1260	3418	1
1260	2331	1
1260	33786	1
1260	2138	1
1260	9489	1
1260	26517	1
1260	19597	1
1261	40006	5
1261	44279	4
1261	23315	3
1261	15486	3
1261	11032	3
1261	8791	2
1261	25643	2
1261	27839	2
1261	28207	2
1261	9608	2
1261	27345	2
1261	40682	2
1261	11534	2
1261	6887	2
1261	33015	2
1261	44293	2
1261	11365	2
1261	1660	2
1261	42540	2
1261	5984	2
1262	40006	5
1262	9608	4
1262	44279	4
1262	23315	3
1262	5984	3
1262	15486	3
1262	11032	3
1262	8393	3
1262	24594	2
1262	37971	2
1262	27345	2
1262	4420	2
1262	40682	2
1262	11534	2
1262	26132	2
1262	11365	2
1262	1660	2
1262	42540	2
1262	18710	2
1262	12439	2
1263	4480	2
1263	14747	1
1263	4460	1
1263	32815	1
1263	32405	1
1263	8372	1
1263	30079	1
1263	15430	1
1263	31962	1
1263	15885	1
1263	41210	1
1263	19468	1
1263	10079	1
1263	31175	1
1263	4660	1
1263	24187	1
1263	31937	1
1263	36708	1
1263	32218	1
1263	37989	1
1264	20394	2
1264	1068	1
1264	20112	1
1264	34811	1
1264	42791	1
1264	44279	1
1264	32459	1
1264	6579	1
1264	27516	1
1264	32218	1
1264	3864	1
1264	35755	1
1264	32106	1
1264	14188	1
1264	9036	1
1264	4611	1
1264	10556	1
1264	28734	1
1264	26943	1
1264	18710	1
3089	16611	3
3089	10223	2
3089	23593	2
3089	44122	2
3089	36472	2
3089	32109	2
3089	757	1
3089	40161	1
3089	39296	1
3089	38293	1
3089	4703	1
3089	32047	1
3089	33118	1
3089	41392	1
3089	11939	1
3089	37389	1
3089	21830	1
3089	9026	1
3089	2727	1
3089	5462	1
1266	8306	1
1266	20394	1
1266	3449	1
1266	37783	1
1266	21393	1
1266	11124	1
1266	17473	1
1266	18350	1
1266	21928	1
1266	13488	1
1266	14182	1
1266	7450	1
1266	17128	1
1266	28108	1
1266	832	1
1266	42838	1
1266	43338	1
1266	26579	1
1266	39727	1
1266	1152	1
1267	41899	1
1267	42242	1
1267	39141	1
1267	15916	1
1267	14304	1
1267	18389	1
1267	6308	1
1268	11154	2
1268	496	2
1268	23597	2
1268	35198	2
1268	32212	2
1268	19445	2
1268	38741	2
1268	38713	2
1268	14483	2
1268	13671	2
1268	13361	2
1268	3354	2
1268	28628	1
1268	13271	1
1268	21501	1
1268	13038	1
1268	22847	1
1268	38577	1
1268	16225	1
1268	38112	1
1269	20743	14
1269	15783	13
1269	34031	11
1269	4466	9
1269	3129	6
1269	41008	6
1269	37872	6
1269	9369	5
1269	16841	5
1269	12595	5
1269	37706	5
1269	20669	5
1269	37204	5
1269	4320	5
1269	37889	5
1269	39538	5
1269	19302	4
1269	40653	4
1269	16360	4
1269	20995	4
1270	24426	1
1270	30741	1
1270	5649	1
1270	9745	1
1271	43955	1
1271	30297	1
1271	28775	1
1271	14592	1
1271	25610	1
1271	26249	1
1271	14573	1
1271	40124	1
1272	3292	11
1272	42092	8
1272	33413	6
1272	12530	6
1272	5090	6
1272	29125	6
1272	17275	4
1272	35629	4
1272	29056	4
1272	23338	4
1272	24830	3
1272	42592	3
1272	37215	3
1272	24359	3
1272	517	3
1272	12938	3
1272	22857	3
1272	37365	2
1272	16943	2
1272	22841	2
4247	1496	1
4247	6519	1
4247	28185	1
4247	37192	1
4247	32586	1
4247	20515	1
4247	27548	1
4247	26317	1
4247	7930	1
4247	7296	1
4247	3201	1
4247	19721	1
4247	31650	1
4247	8690	1
4247	37574	1
4247	15744	1
4247	2440	1
4247	12061	1
4247	26393	1
4247	16933	1
1274	25243	1
1274	27693	1
1274	25133	1
1274	43008	1
1275	40285	1
1275	24007	1
1275	26105	1
1275	31863	1
1275	10888	1
1275	21396	1
1275	6362	1
1275	111	1
1275	1929	1
1275	6500	1
1276	35367	8
1276	34626	5
1276	26511	5
1276	29440	5
1276	36065	4
1276	24306	4
1276	29602	4
1276	28062	4
1276	19017	4
1276	31189	4
1276	17516	4
1276	3944	3
1276	18570	3
1276	42247	3
1276	4036	3
1276	23680	3
1276	42427	3
1276	6907	3
1276	22131	3
1276	1980	3
3712	5672	1
3712	15330	1
3712	24287	1
3712	32456	1
1278	42608	1
1278	15848	1
1278	12038	1
1278	42698	1
1278	35542	1
1278	1624	1
1278	22281	1
1278	31488	1
1278	20394	1
1278	23821	1
1278	7256	1
1278	12868	1
1278	27972	1
1278	32365	1
1278	38483	1
1278	25311	1
1278	29722	1
1278	14063	1
1278	5194	1
1279	15453	7
1279	32151	4
1279	37428	4
1279	25244	4
1279	15080	3
1279	35695	3
1279	15384	3
1279	36525	3
1279	32902	3
1279	26669	3
1279	31363	2
1279	13481	2
1279	20418	2
1279	12494	2
1279	21912	2
1279	35913	2
1279	9723	2
1279	18160	2
1279	40288	2
1279	6971	2
1280	14920	3
1280	6650	2
1280	39398	2
1280	19939	2
1280	15394	1
1280	30047	1
1280	6047	1
1280	37733	1
1280	21392	1
1280	27791	1
1280	9487	1
1280	24366	1
1280	37145	1
1280	34486	1
1280	13321	1
1280	20743	1
1280	7118	1
1280	15783	1
1280	1047	1
1280	37613	1
1281	18710	1
1281	8327	1
1281	239	1
1281	11192	1
1281	38932	1
1282	29613	1
1282	4787	1
1282	476	1
1282	4844	1
1282	7420	1
1282	26480	1
1282	2926	1
1282	25130	1
1282	31795	1
1282	39115	1
1282	6139	1
1282	10703	1
1282	20394	1
1282	22942	1
1282	40024	1
1282	6276	1
1282	25772	1
1282	6080	1
1282	14876	1
1282	2653	1
1283	28503	6
1283	40523	3
1283	31531	3
1283	975	2
1283	9292	2
1283	3318	2
1283	4629	2
1283	10130	2
1283	11410	2
1283	10292	2
1283	28689	2
1283	20756	2
1283	21517	2
1283	20954	2
1283	16697	2
1283	5916	2
1283	7099	2
1283	14672	2
1283	15493	2
1283	37697	2
1284	29591	5
1284	27182	4
1284	23344	3
1284	29418	3
1284	40676	3
1284	39247	3
1284	37822	3
1284	21162	2
1284	2212	2
1284	39885	2
1284	35916	2
1284	6650	2
1284	21986	2
1284	15661	2
1284	38971	2
1284	15207	2
1284	11790	2
1284	9715	2
1284	11135	2
1284	9723	2
1285	15093	15
1285	34373	13
1285	37094	10
1285	24601	9
1285	40979	9
1285	16537	7
1285	6043	7
1285	4200	7
1285	10060	6
1285	35542	6
1285	10872	6
1285	29713	5
1285	36199	5
1285	27407	5
1285	30061	5
1285	30569	5
1285	33515	5
1285	6722	5
1285	3316	5
1285	44186	4
1286	19721	6
1286	29148	5
1286	35662	5
1286	38192	5
1286	18449	4
1286	32576	4
1286	24962	3
1286	1467	3
1286	12409	3
1286	31525	3
1286	2252	3
1286	35772	3
1286	1642	3
1286	44179	3
1286	38102	3
1286	3982	3
1286	19861	3
1286	41703	2
1286	27423	2
1286	8846	2
1287	42087	6
1287	12230	6
1287	5511	5
1287	11698	4
1287	21427	4
1287	8766	4
1287	32363	4
1287	5344	4
1287	19501	3
1287	6830	3
1287	24113	2
1287	3985	2
1287	9972	2
1287	23219	2
1287	23461	2
1287	24010	2
1287	6987	2
1287	38120	2
1287	28673	2
1287	29713	2
1288	16271	15
1288	9603	9
1288	20743	7
1288	26436	5
1288	25495	4
1288	17210	3
1288	37940	3
1288	15783	3
1288	36263	3
1288	19385	3
1288	27101	3
1288	25839	2
1288	21938	2
1288	24220	2
1288	6437	2
1288	12525	2
1288	43469	2
1288	34724	2
1288	33091	2
1288	36180	2
1289	6752	2
1289	4914	2
1289	10383	2
1289	7380	1
1289	8003	1
1289	2522	1
1289	27578	1
1289	9065	1
1289	18250	1
1289	20566	1
1289	23201	1
1289	43217	1
1289	17084	1
1289	14909	1
1289	29889	1
1289	31561	1
1289	3581	1
1289	34111	1
1289	13047	1
1289	3882	1
1290	33066	5
1290	15219	5
1290	25831	4
1290	5390	3
1290	28452	3
1290	3385	3
1290	40898	2
1290	3094	2
1290	32497	2
1290	30350	2
1290	1925	2
1290	5331	2
1290	31411	2
1290	4344	2
1290	14241	2
1290	6098	2
1290	36812	2
1290	20827	2
1290	14920	2
1290	33971	2
1291	36010	6
1291	21709	5
1291	33072	5
1291	3993	5
1291	35543	4
1291	9885	4
1291	36027	3
1291	19192	3
1291	35698	3
1291	39542	3
1291	12315	2
1291	22141	2
1291	30647	2
1291	31661	2
1291	32817	2
1291	20128	2
1291	32728	2
1291	25921	2
1291	5037	2
1291	15294	2
1292	29628	19
1292	12830	18
1292	30498	18
1292	20743	14
1292	21234	14
1292	29481	13
1292	9449	13
1292	15051	12
1292	13631	11
1292	39759	9
1292	17519	9
1292	12282	9
1292	26100	8
1292	10261	7
1292	40578	6
1292	3592	6
1292	42616	6
1292	7172	6
1292	9728	6
1292	32978	6
1293	31959	5
1293	18793	4
1293	32387	4
1293	23216	4
1293	40353	3
1293	1466	3
1293	13586	3
1293	5498	3
1293	19899	3
1293	218	3
1293	12986	3
1293	25557	3
1293	10875	3
1293	16512	3
1293	41592	3
1293	28124	2
1293	5639	2
1293	9636	2
1293	4647	2
1293	15763	2
1294	33421	11
1294	2209	6
1294	2864	6
1294	13254	4
1294	27760	4
1294	17676	3
1294	4394	3
1294	28369	3
1294	8328	3
1294	28940	3
1294	21174	2
1294	13485	2
1294	44118	2
1294	30332	2
1294	1748	2
1294	22692	2
1294	33376	2
1294	32289	2
1294	31722	2
1294	37391	2
1295	43554	4
1295	39042	4
1295	17205	3
1295	26501	3
1295	12369	2
1295	37321	2
1295	36886	2
1295	26397	2
1295	25892	2
1295	28296	2
1295	6993	2
1295	19331	2
1295	23808	2
1295	7775	2
1295	26870	2
1295	3532	2
1295	36986	2
1295	40951	2
1295	6376	1
1295	35076	1
1296	32218	1
1296	18382	1
1296	10519	1
1296	44087	1
1297	20893	7
1297	24701	5
1297	3062	5
1297	22088	2
1297	40690	2
1297	10223	2
1297	33452	2
1297	19915	2
1297	36114	2
1297	21301	1
1297	8183	1
1297	1393	1
1297	32922	1
1297	11993	1
1297	38888	1
1297	38008	1
1297	34494	1
1297	33217	1
1297	37354	1
1297	13024	1
1298	9206	2
1298	43645	1
1298	23651	1
1298	8653	1
1298	41604	1
1298	29274	1
1298	29196	1
1298	41143	1
1298	7491	1
1298	1302	1
1298	33512	1
1298	35365	1
1298	4118	1
1299	7275	20
1299	33358	15
1299	3204	15
1299	29950	15
1299	13210	11
1299	18447	11
1299	42092	10
1299	17202	9
1299	34430	9
1299	19340	9
1299	16886	9
1299	6968	9
1299	42565	8
1299	18379	8
1299	29125	8
1299	3292	8
1299	25031	7
1299	28754	7
1299	31091	7
1299	267	7
1300	20743	11
1300	5859	9
1300	7984	9
1300	19453	8
1300	41483	8
1300	36964	7
1300	6711	7
1300	18396	7
1300	33234	6
1300	36338	6
1300	34497	6
1300	41593	6
1300	38193	6
1300	28547	6
1300	21670	6
1300	24518	5
1300	32980	5
1300	41047	5
1300	28556	5
1300	26840	5
1301	6858	10
1301	32585	7
1301	2137	7
1301	38867	7
1301	38540	6
1301	15093	6
1301	4344	5
1301	16645	5
1301	37715	5
1301	35785	5
1301	20604	5
1301	31167	5
1301	30057	5
1301	36544	5
1301	7152	4
1301	1053	4
1301	32014	4
1301	583	4
1301	41202	4
1301	23080	4
1302	26476	6
1302	31666	5
1302	33873	5
1302	20835	5
1302	9730	4
1302	39855	4
1302	4424	4
1302	26373	4
1302	26252	3
1302	28423	3
1302	43081	3
1302	15225	3
1302	25794	2
1302	27568	2
1302	35749	2
1302	12622	2
1302	40099	2
1302	13697	2
1302	328	2
1302	42773	2
1303	33288	17
1303	24777	16
1303	34524	14
1303	36210	13
1303	20743	12
1303	34649	11
1303	40103	10
1303	25282	10
1303	32390	9
1303	12879	7
1303	11031	6
1303	38789	6
1303	37556	6
1303	22773	5
1303	20479	5
1303	19148	5
1303	26634	5
1303	15783	5
1303	1709	5
1303	42278	5
1304	22982	5
1304	29040	3
1304	22456	3
1304	41429	3
1304	1248	3
1304	42675	3
1304	41628	2
1304	12888	2
1304	24222	2
1304	26221	2
1304	17936	2
1304	2013	2
1304	1909	2
1304	44005	2
1304	11720	2
1304	27238	2
1304	7090	2
1304	12669	2
1304	10614	2
1304	20252	2
1305	20141	7
1305	6221	4
1305	7962	4
1305	23907	4
1305	33506	3
1305	36229	3
1305	38712	3
1305	10658	2
1305	33357	2
1305	28444	2
1305	31075	2
1305	1657	2
1305	25647	2
1305	12216	2
1305	31966	2
1305	33837	2
1305	30357	2
1305	28446	2
1305	4839	2
1305	40489	2
1306	34837	6
1306	40342	4
1306	4787	4
1306	8920	4
1306	10683	3
1306	33786	3
1306	9411	3
1306	29999	3
1306	27342	3
1306	38624	3
1306	14334	3
1306	37030	2
1306	10241	2
1306	21094	2
1306	24935	2
1306	10360	2
1306	9457	2
1306	40134	2
1306	26535	2
1306	40356	2
1307	36848	1
1307	38238	1
1307	36124	1
1307	37218	1
1307	28309	1
1307	34535	1
1307	34228	1
1307	28500	1
1307	43416	1
1307	22039	1
1307	23644	1
1307	8702	1
1307	21467	1
1307	945	1
1307	43107	1
1307	22988	1
1307	27101	1
1307	19517	1
1307	34831	1
1307	38774	1
1308	36139	9
1308	39763	7
1308	5465	7
1308	26191	5
1308	2837	4
1308	14859	4
1308	31161	3
1308	27447	3
1308	12225	3
1308	20817	3
1308	10414	3
1308	29377	3
1308	5350	3
1308	1936	3
1308	18073	3
1308	32850	3
1308	12698	3
1308	18283	3
1308	41387	3
1308	16647	3
1309	10223	1
1309	19445	1
1309	33179	1
1309	9796	1
1309	8937	1
1309	20326	1
1309	20054	1
1309	1241	1
1309	2125	1
1310	21670	34
1310	17327	23
1310	11988	20
1310	40725	18
1310	42644	18
1310	20542	15
1310	12269	14
1310	12373	14
1310	43390	13
1310	11648	13
1310	41593	13
1310	5307	11
1310	3080	11
1310	20743	10
1310	3489	10
1310	21798	10
1310	21594	9
1310	1357	9
1310	7064	9
1310	34739	9
1311	496	4
1311	4868	3
1311	11740	3
1311	39360	3
1311	6601	3
1311	31973	3
1311	16924	3
1311	28316	2
1311	42732	2
1311	38089	2
1311	43023	2
1311	23580	2
1311	24236	2
1311	17496	2
1311	14911	2
1311	17281	2
1311	6527	2
1311	3464	2
1311	38163	2
1311	2356	2
1312	15036	3
1312	25882	2
1312	24975	2
1312	5053	2
1312	12888	2
1312	40054	1
1312	10353	1
1312	35913	1
1312	5381	1
1312	37912	1
1312	34828	1
1312	20021	1
1312	4420	1
1312	16820	1
1312	15189	1
1312	11189	1
1312	15018	1
1313	27901	1
1313	10223	1
1313	6871	1
1313	40285	1
1313	43930	1
1313	4968	1
1313	12611	1
1313	41604	1
1313	22565	1
1313	21637	1
1313	31334	1
1313	22694	1
1313	38741	1
1313	27815	1
1313	4403	1
1314	9314	16
1314	20743	11
1314	6858	7
1314	48	7
1314	15783	6
1314	32042	5
1314	5602	4
1314	24603	4
1314	17249	4
1314	8836	4
1314	2631	3
1314	26484	3
1314	15631	3
1314	38877	3
1314	26017	3
1314	72	3
1314	33011	3
1314	25188	3
1314	42868	3
1314	16479	3
1315	2153	1
1315	25831	1
1315	41559	1
1315	38196	1
1315	4344	1
1315	14815	1
1315	11233	1
1315	29663	1
1315	14770	1
1315	8272	1
1315	34327	1
1315	21098	1
1316	6650	11
1316	13808	9
1316	13853	9
1316	165	7
1316	38959	6
1316	5307	5
1316	17322	5
1316	941	5
1316	25557	5
1316	41140	4
1316	33237	4
1316	8691	4
1316	33439	4
1316	2418	4
1316	31892	4
1316	28493	4
1316	8462	4
1316	15093	4
1316	27260	4
1316	10761	3
1317	34946	7
1317	28698	7
1317	9665	6
1317	29161	5
1317	10361	5
1317	21568	5
1317	8452	5
1317	38280	5
1317	32374	5
1317	25075	4
1317	7679	4
1317	33931	4
1317	8428	4
1317	23800	4
1317	29372	4
1317	16207	4
1317	37519	4
1317	33206	4
1317	34090	4
1317	31721	3
1318	7530	2
1318	36703	2
1318	36346	2
1318	35725	2
1318	35829	2
1318	6964	2
1318	28325	2
1318	36187	2
1318	2751	1
1318	12948	1
1318	42523	1
1318	15144	1
1318	12055	1
1318	34562	1
1318	16576	1
1318	35849	1
1318	367	1
1318	33112	1
1318	5211	1
1318	95	1
1319	15783	2
1319	39486	2
1319	43065	2
1319	39108	2
1319	853	2
1319	779	2
1319	25421	2
1319	11035	2
1319	16398	2
1319	22793	1
1319	12466	1
1319	29187	1
1319	2688	1
1319	33851	1
1319	32278	1
1319	34734	1
1319	44265	1
1319	19544	1
1319	13330	1
1319	27453	1
2270	15093	1
2270	7695	1
2270	23085	1
2270	21911	1
2270	11400	1
2270	36710	1
2270	17799	1
2270	10003	1
2270	42256	1
2270	29608	1
2270	6161	1
2270	11845	1
2270	4784	1
2270	14740	1
2270	22969	1
2270	33332	1
1321	27270	1
1321	17786	1
1321	37204	1
1321	33560	1
1321	2337	1
1321	38349	1
1321	12487	1
1321	13012	1
1321	41939	1
1321	12736	1
1321	30122	1
1321	33315	1
1321	40486	1
1321	27672	1
1321	9463	1
1321	890	1
1321	20329	1
1321	22563	1
1321	22340	1
1321	1033	1
1322	13069	4
1322	6650	4
1322	16188	4
1322	14517	3
1322	20743	3
1322	5307	3
1322	22473	3
1322	24679	3
1322	38959	3
1322	28118	3
1322	32275	3
1322	32042	2
1322	31146	2
1322	241	2
1322	5815	2
1322	16264	2
1322	35537	2
1322	20597	2
1322	37926	2
1322	5814	2
1323	44026	3
1323	24643	3
1323	12941	2
1323	23895	2
1323	39846	2
1323	29758	2
1323	17421	2
1323	6834	1
1323	25382	1
1323	36363	1
1323	3026	1
1323	21004	1
1323	9086	1
1323	5490	1
1323	30953	1
1323	34904	1
1323	16902	1
1323	38783	1
1323	34121	1
1323	20850	1
1324	31295	7
1324	13962	5
1324	32483	4
1324	17357	3
1324	26714	3
1324	31993	3
1324	11596	3
1324	11077	3
1324	38822	3
1324	12457	3
1324	11662	2
1324	25797	2
1324	21507	2
1324	33171	2
1324	33787	2
1324	38628	2
1324	27860	2
1324	34288	2
1324	13472	2
1324	34427	2
1325	17534	45
1325	43319	39
1325	13066	34
1325	33701	23
1325	12102	19
1325	36683	18
1325	29212	18
1325	18374	16
1325	13787	16
1325	38559	14
1325	15093	13
1325	43938	13
1325	32478	13
1325	31535	13
1325	39118	12
1325	22547	11
1325	42120	10
1325	19836	10
1325	1977	10
1325	39177	10
1326	34700	3
1326	33237	3
1326	42038	3
1326	11658	3
1326	4344	2
1326	39509	2
1326	15836	2
1326	21497	2
1326	42632	2
1326	643	2
1326	18645	2
1326	1159	2
1326	6376	1
1326	9723	1
1326	8219	1
1326	16910	1
1326	33504	1
1326	7817	1
1326	28057	1
1326	7883	1
1327	19810	9
1327	3322	5
1327	30598	4
1327	9090	4
1327	37049	3
1327	16759	3
1327	18039	3
1327	28563	3
1327	33663	3
1327	21371	3
1327	39212	3
1327	3848	3
1327	4184	3
1327	20113	3
1327	39468	3
1327	31443	3
1327	17858	3
1327	33054	3
1327	29261	3
1327	31612	3
1328	15559	11
1328	42836	6
1328	22290	6
1328	21406	5
1328	34163	5
1328	1507	5
1328	14920	5
1328	15166	5
1328	22591	4
1328	14763	4
1328	31393	4
1328	33873	4
1328	38696	4
1328	40598	3
1328	23646	3
1328	4772	3
1328	6634	3
1328	3176	3
1328	1250	3
1328	21893	3
1329	16231	1
1329	36746	1
1329	31509	1
1329	5169	1
1329	26624	1
1329	10139	1
1329	13033	1
1329	2645	1
1329	25925	1
1330	18710	15
1330	42275	5
1330	4353	5
1330	14372	2
1330	27310	2
1330	5555	2
1330	32003	2
1330	8927	2
1330	23873	2
1330	87	2
1330	12548	2
1330	40869	2
1330	12452	2
1330	41738	2
1330	12458	2
1330	17842	2
1330	39054	1
1330	36781	1
1330	20125	1
1330	28840	1
1331	36776	7
1331	13436	5
1331	25004	5
1331	15973	5
1331	34653	4
1331	15416	4
1331	6675	3
1331	10841	3
1331	36542	3
1331	11076	3
1331	2417	3
1331	4478	3
1331	40743	3
1331	39650	3
1331	35664	3
1331	30078	3
1331	6487	3
1331	26729	3
1331	3796	3
1331	40744	3
1332	30156	3
1332	22978	1
1332	1833	1
1332	13986	1
1332	5358	1
1332	24493	1
1332	39338	1
1332	14338	1
1332	7460	1
1332	21383	1
1332	15054	1
1332	42414	1
1332	43850	1
1332	230	1
1332	30320	1
1332	23234	1
1332	5539	1
1332	154	1
1332	41143	1
1332	39154	1
1333	31154	6
1333	22936	4
1333	17715	4
1333	23707	3
1333	22746	3
1333	43674	3
1333	14251	3
1333	16446	2
1333	12087	2
1333	22162	2
1333	11536	2
1333	35913	2
1333	16167	2
1333	5563	2
1333	2227	2
1333	21679	1
1333	39274	1
1333	21480	1
1333	3863	1
1333	11258	1
1334	2772	2
1334	23095	2
1334	30570	1
1334	29224	1
1334	2362	1
1334	42195	1
1334	24948	1
1334	20974	1
1334	34041	1
1334	212	1
1334	30974	1
1334	32979	1
1334	37778	1
1334	9735	1
1334	17875	1
1334	27909	1
1334	36200	1
1334	15546	1
1334	32555	1
1334	16086	1
1335	39737	6
1335	34784	5
1335	11856	2
1335	7019	2
1335	17827	2
1335	2486	2
1335	34925	2
1335	41633	2
1335	32421	2
1335	42696	2
1335	27473	2
1335	35794	2
1335	5801	2
1335	38760	2
1335	35613	2
1335	31460	2
1335	27031	2
1335	5425	2
1335	41933	2
1335	21200	2
1336	9215	6
1336	31177	3
1336	11643	3
1336	7619	3
1336	3143	2
1336	12965	2
1336	37886	2
1336	8740	1
1336	9540	1
1336	10654	1
1336	25289	1
1336	34840	1
1336	4018	1
1336	26806	1
1336	31078	1
1336	14072	1
1336	44219	1
1336	22705	1
1336	12371	1
1336	16992	1
1337	14036	3
1337	36770	3
1337	11205	3
1337	3763	2
1337	35823	2
1337	33070	2
1337	23751	2
1337	8928	2
1337	38288	2
1337	12085	2
1337	11224	2
1337	26298	2
1337	36160	2
1337	37832	2
1337	775	2
1337	20743	1
1337	40771	1
1337	1262	1
1337	41542	1
1337	39166	1
1338	1255	20
1338	13873	17
1338	31582	14
1338	20404	12
1338	30221	12
1338	42394	12
1338	28029	12
1338	22982	12
1338	13697	11
1338	15093	11
1338	37160	10
1338	7789	9
1338	35785	9
1338	36588	9
1338	26540	9
1338	44005	9
1338	6912	8
1338	26200	8
1338	14337	7
1338	27688	7
1339	32482	1
1339	17590	1
1339	12904	1
1339	40918	1
1339	13942	1
1339	11233	1
1339	19871	1
1339	28833	1
1340	19868	2
1340	1297	2
1340	10854	2
1340	5768	2
1340	17938	2
1340	23637	2
1340	4499	1
1340	11091	1
1340	29554	1
1340	31978	1
1340	5007	1
1340	39301	1
1341	22388	4
1341	8311	2
1341	23570	2
1341	5912	2
1341	15783	2
1341	1176	2
1341	8130	2
1341	43426	2
1341	17013	2
1341	25198	1
1341	480	1
1341	25238	1
1341	25027	1
1341	32308	1
1341	16828	1
1341	16328	1
1341	26501	1
1341	31943	1
1341	24409	1
1341	3625	1
1342	41585	2
1342	32410	2
1342	21437	2
1342	3474	2
1342	23366	1
1342	41441	1
1342	15296	1
1342	21544	1
1342	3069	1
1342	43459	1
1342	22565	1
1342	30006	1
1342	23368	1
1342	26304	1
1342	42543	1
1342	1686	1
1342	41350	1
1342	15660	1
1342	5636	1
1342	3473	1
1343	19790	1
1343	37850	1
1343	15597	1
1343	22012	1
1343	33182	1
1344	12067	1
1344	20319	1
1344	29006	1
1344	33159	1
1344	12300	1
1344	41016	1
1344	13026	1
1344	36560	1
1344	31896	1
1344	30265	1
1344	29557	1
1344	33629	1
1344	10449	1
1344	6493	1
1344	9288	1
1344	1152	1
1344	20722	1
1344	13053	1
1344	26899	1
1344	43136	1
1345	43150	1
1345	29407	1
1345	13004	1
1345	20394	1
1345	3914	1
1345	33941	1
1345	13072	1
1345	17419	1
